label,AA,AC,AF,AG,AGSP...23,AH,AL,AMPH,ANEM,AP,APR,AT,AU,BALL,BASP,BOSP,BRIA,CALG,CLAD,CLIO,CLIOSPP,CMOR,CN,CORAL...75,CORJU,DCA,DCY,DICT,DL,DSO,EF,ENGO,ENSP,ERYTH,FAN,FF,FLCY,GO,HALI,HC,IR,IS,LIAG,LOBO,LYNG,MACA,MAFO,MAL,MAN,MAR,MC,MD,MDA,MF,MICRO,MILA,MILC,MILS,ML,MM,MME,MSPP,MYSP,OA,OD,OFAV,OFRA,OX...53,PA,PALY,PB,PBSP,PCL,PD,PEY,PF,PLUME,PP,PS,RAMI,RO,ROD,ROPE,SARG,SB,SC,SCHIZ,SCSP,SH,SI,SL,SPO,SR,SS,SSPP,TC,TUBE,WHIP,ZO,ZOSO, ,YEAR,REGION,ISLAND
2002-STT-SOUTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06718903777727307,0.06435006435006435,0,0,0.10486797994070873,0,0,0,0,0.18622555139409072,0.6637900570303055,0,51.075041666292805,0.06435006435006435,5.786789371794814,0.10033588523613159,0,0,0,2.3505345726567572,0.03840245775729647,0.06888575170513497,0,0,0.03387533875338754,0.4753244940881548,0,0,0,0,0.3963176129603676,0,6.208324250378712,0,0,0,0,1.8262717805929747,0.07680491551459294,0,0,0,0.6091927878204775,0.03840245775729647,0.03840245775729647,0,0,0.26186128742428194,0,0.037707390648567124,19.447650704262188,0,1.4076837084642226,0.27952480782669464,0.04681647940074907,0.9785447134255615,0.1152073732718894,0,0,0.06888934435562843,0.07341646335953736, ,0,0,0.698459191354182,0.16939208115678703, ,0,0.42009362414123963,0.17489599114519053,0,0,0,0.14738240544692158,0,0,0.1287001287001287,0,1.611326177487039,0.10897994768962511,0.6694855130820152,0,0,0.3188369364839953,0.12171107759343054,0,0," ",2002,SOUTH,STT
2002-STT-WEST,3.2435531497027394,0,0,0,0.40232779363214144,0,0,0,0,0,0,0.13333333333333333,0,0,0.06435006435006435,0,0,3.3345990258808706,0,0,0,0,0.07246376811594203,0,0,42.94978887402935,0,26.58310833502226,0,0,0,0,1.2940446087947843,0,0.6787205503208954,0,0,0,0,0,0,0,0,0,0,2.798758292613197,0,0,0,0,0.6416321495903506,0,0,0,0,0.8727899899037235,0.07680491551459294,0,0,0,0,1.2857468328681336,0,3.6578487255794996,0,0.06435006435006435,0.5420268194461743,0.0697350069735007,1.4084030858999024,0,0,0,0,0, ,0,0.8666052783207595,6.227722950161164,0.4466896760053731, ,0,1.0679710096496564,0.06435006435006435,0,0,0,0,0,0,0,0,0,0.0697350069735007,0.3364016736401674,0.27048674496373243,0,0.13333333333333333,0,0.342318876680728,0," ",2002,WEST,STT
2002-STX-WEST,2.0949098982199947,0,0,0,0,0,0,0.06920415224913495,0,0,0,0,0,0,0,0,0,0.4627267578489813,0,0,0,0,0.5013927576601671,0,0,31.871160050542386,0,0.776037338823364,0.20761245674740483,0,0,0,0,0,0,0,0,0,6.886813810974355,0,0,0,0,0.1384083044982699,0,23.678760035809685,0,0,0,0,2.2938117151570516,0,0,0,0,0,0,0,0,0,0.24242424242424243,0,0,11.504047385879229,0,1.0380622837370241,1.5882657358268475,2.5203570474248003,3.100628684054386,0,0,0,0.20761245674740483,0, ,0,0.5938305994016301,0.41522491349480967,0, ,0,0.18549468688744455,0,0,0,0,0.06920415224913495,0,0,0,0,1.685847695664002,0,1.1899396736903163,0,0,0.1935483870967742,0,0,0," ",2002,WEST,STX
2003-STJ-EAST,1.4727088760807303,0,0,0,0,0,0,0,0,0,0,0,0,0.09057971014492754,0,0,1.0375126230376597,0.27932960893854747,0,0,0,0,0,0.37443169300406576,0,14.316431529625223,0,6.123026581128464,0,0,0,0.09803921568627451,0.26737967914438504,0.186219739292365,0.18421266894642566,0,0,1.1837584698855756,0,0,0,0,0,0,0,33.19489810324064,0,0,0,0,4.112608254462167,0,0,0,0,0.6642432253800397,0,0,0,0,0,0,0,0.089126559714795,0,6.922229565983697,0,1.0606060606060606,1.7616812942091586,0,0,0,0,0, ,0,2.3613363067424147,0.5405719600093001,0.09803921568627451, ,0,1.0072302669791102,0,0,0,0,0,0,0,0,0,0.36231884057971014,0,0.0931098696461825,0,0,0.18861892583120204,0,0,0," ",2003,EAST,STJ
2003-STT-EAST,0.9785734333622222,0.5251033564571508,0,0.03736920777279522,0.42376933497353103,0,0.3849923759446756,0,0,0,0,0,0,0.09363295880149813,0.166350190023884,0,0,1.9919293953785637,0,0,0,0,0.6676832373576196,0.3928710166390772,0,18.021080654408394,0,12.403297065611667,0,0,0.09272500283736239,0,0.8195248600967995,0.05952380952380953,0.14905341137735506,0,0,0,0,0,0,0,0,21.33225246894725,0,5.608016452113569,0,0.03987240829346093,0,0,3.124956485278548,0,0,0,0,0.11961722488038277,0,0,0.06999312950875988,0,0,0,0,0.03987240829346093,0,2.010987654009716,13.514180759597327,5.485474472756888,0.7379308196681719,0.029761904761904764,0,0,0.031210986267166046,0.05868544600938968, ,0,0,0.21212121212121213,0.031094527363184077, ,0,0.4320821049187643,0.7862628266192756,0,0.030303030303030304,0,0,0,0,0,0,0.33834065253915296,0,1.2821269928486942,0,0,0.6379225903854631,0.12121212121212122,0,0," ",2003,EAST,STT
2003-STX-EAST,1.1276124120384556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0.0574712643678161,0,0,58.13170751060572,0,11.71752753895071,0.1111111111111111,0.06944444444444445,0,0.0925925925925926,0.15925925925925927,0.08680555555555555,0.12626262626262627,0, ,1.8974836080099238,0.2765857811834823,0,0,0,0,0, ,11.055957558691224,0,0,0,0,1.3996110530593289,0,0.0462962962962963,0,0,0.23380355276907,0.39646464646464646,0,0,0,0.10606060606060606,0,0,1.9363433837118047,0,0.2298850574712644,1.1883528265107213,0.10749255002128566,1.3216144717127778,0.017361111111111112,0,0,0,0, ,0,0,2.873552779254534,0, , ,0.518444018731375,0.0574712643678161,0,0,0,0,0,0,0.1388888888888889,0,1.0708384419629127,0,1.1159778364406312,0,0,0,0,0,0," ",2003,EAST,STX
2003-STT-NORTH,0.1949317738791423,0,0,0,0,0,0,0,0,0,0,0,0,0.2576604407590323,0,0,0.08051529790660225,1.5258577030052565,0,0,0,0,0.17006802721088435,0.18249990054501333,0,56.943379443927356,0,15.804005955176134,0,0,0.16920909778052637,0,0,0,1.4998255410154724,0,0,0,0,0,0,0,0,0,0,0.3129890453834116,0,0,0,0,0.4704419779607749,0,0,0,0,0.3324903727318214,0,0,0,2.660406885758998,0,0,0,0.7575757575757577,0,0.42087542087542085,0.4478060229939929,1.0707510982110524,1.467934218506301,0.18164097111465533,0,0,0,0, ,0,2.04114403467041,0.3234529413341416,0.5745864441516615, ,0,2.6246523203044942,0.5975137934261094,0,0,0,1.3223005834279886,0,0,0,0,0.0782472613458529,0,0.7946473090310946,0,0,1.8285551177985877,0,0.08051529790660225,0," ",2003,NORTH,STT
2003-STX-NORTH,0.5613705441898879,0,0.052429566318455204,0,0,0,0.07324383654170888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050505050505050504,0,0,76.2562049444188,0,0,0.7019716820691249,0,0.15399885643416844,0,0,0,0.2959842214982087,0,0,2.219679399478852,0,0,0,0,0,0,0,3.9122427819126164,0,0,0,0,2.1947530494257874,0,0,0,0,0.36138685429726897,0.024154589371980676,0,0.12235449735449735,0.052910052910052914,0.28354930584019084,0,0,3.8865366033001063,0,0.02314814814814815,0.9040566548359137,0,1.717461525070665,0.20013802622498275,0,0,0,0, ,0,0,0.5920810819560075,0.8189168135867123, ,0,0,0,0,0,0,0,0,0,0,0,2.8643279713388,0,1.6501389165169909,0,0,0,0,0,0," ",2003,NORTH,STX
2003-STT-SOUTH,0.40366145558354627,0.04035512510088781,0,0,0.1709208165374288,0.04617624921550629,0.02392916965781287,0,0,0,0,0,0,0.07105378228293388,0.07593314677699778,0.07571738204467707,0.02588360469118218,1.459148266856431,0,0,0,0,0.46192339825813955,0.422954724734556,0,27.029984152844218,0.020350020350020353,8.54924478993042,0.13969270355441668,0,0,0.08920838344720851,1.7416315472088228,0.46704012997598926,0.12231047912402077,0,0,0.03427518568109772,0.5821617359710213,0,0,0,0,13.083547961353272,0,4.477625670366359,0,0.05539013769943517,0,0.012531328320802004,1.0465615538300546,0.05183483231733612,0.08560169744666095,0,0,0.1069214604686306,0,0,0.010131712259371834,0,0.18807583139802506,0,0,5.265672975372555,0,2.1589330936390736,14.53396641710918,1.56552659739912,0.9384711062097539,0.0950831202982979,0,0,0.008473140145738009,0.011502185415228893, ,0.1731951265028285,0.12176354764617388,0.8058740533601941,0.054288464877308186, ,0,0.40515821267922014,1.0821062206591368,0,0.024854963630473834,0,0.39512677228963905,0,0.020977554017201597,0.010871928680147858,0,1.5444432635818521,0.05178860802281306,0.6932634048695399,0,0,0.8182535218499715,0.010871928680147858,0,0," ",2003,SOUTH,STT
2003-STX-SOUTH,0,0,0,0,0,0,0,0,0,0.13774104683195593,0,0,0,0,0,0,0,13.79334592044023,0,0,0,0,0,0.03968253968253969,0,39.52453254086121,0,0.6691134952004517,0.3409090909090909,0,0,0,0,0,0,0,0,0.3793956647217517,0.08051529790660225,0,0,0,0,17.02702490745969,0,1.0160344006039916,0,0,0,0,0.24909420289855072,0,0,0,0,0.07575757575757576,2.9206364168726298,0,0.11047979797979798,0,0.14355511638120333,0,0,0,0,0,16.10203353409875,0,2.308917885097099,0.074410654417782,0,0,0,0, ,0,0,0.32497857482265896,1.452679704898104, ,0,0,0,0,0,0,0,0,0,0,0,0.28863291656494533,0,0.1421415560759823,0,0,0,0,0,0," ",2003,SOUTH,STX
2003-STT-WEST,0.5277328712676718,0,0,0,0.028058361391694722,0,0.1667540868957077,0,0,0,0,0,0,0.06035810299376191,0,0.2047467942938635,0.22499002864498352,0.2365743081806959,0,0,0,0,0.174103141729041,1.1359537401545026,0,48.59602783335812,0,6.395994079732895,0.22352571009229277,0,0,0,1.4247901224562816,0.05411255411255411,0.42080074119582006,0,0,0.9679996939160642,0,0,0,0,0,5.706166917235618,0,4.338512921794984,0,0,0,0,2.6836506424523967,0.0574712643678161,0.0574712643678161,0,0,0.24932434766328823,0.12562814070351758,0,0,0,0,0,0,3.6330295898867946,0,0.7771024559662614,2.906799580985105,0.7883222462196615,1.2926640986725382,0.16606916697307675,0,0,0,0.02873563218390805, ,0,0.029976019184652283,4.957778559238979,0.6137052617044824, ,0,3.632639058070953,0.223220141109975,0,0,0,0.06459948320413438,0,0,0,0,0.690667025316463,0,0.8682932568205063,0,0,0.22638454892651536,0,0.379461080914778,0," ",2003,WEST,STT
2003-STX-WEST,1.5458937198067633,0,0,0,0,0,0.5321067821067821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.97347824435925,0,0,0.22727272727272727,0,0,0,0,0,0,0,0,0.733264320220842,0,0,0,0,0,0,0,11.265509376207316,0,0,0,0,1.2136896919505615,0,0,0,0,0,0,0,0,0,0.34722222222222215,0,0,13.970841959972395,0,0,3.150252525252525,0,4.23442499529456,0,0,0,0,0, ,0,0,0.07575757575757576,0.2380952380952381, ,0,0,0,0,0,0,0,0,0,0,0,2.5387063673676944,0,1.9965179747788444,0,0,0,0,0,0," ",2003,WEST,STX
2004-STJ-EAST,0.6355457994469366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062189054726368154,0.9730881972509464,0,0,0,0,0,0.6824612994507019,0.3040030384836003,0,11.239730038254729,0,30.133065210461385,0.8393285371702638,0,0,0,0.39319531375381156,0,0.6917336394948335,0,0,0.06720430107526881,0,0,0,0,0,0,0,35.466028033225136,0,0,0,0,1.1211589333559544,0,0,0,0,0.19039418293149638,0,0,0,0,0,0,0,0.05952380952380953,0,5.071585735959185,0.4316992502652154,0,0.6222405612945945,0,0,0,0,0, ,0,0.5507534271090591,1.118083076767203,0.5223574834783988, ,0,2.7525753834310542,0,0,0,0,0,0,0,0,0,0.3689703232018055,0,1.5148395193726958,0,0,0,0,0,0," ",2004,EAST,STJ
2004-STT-EAST,0.5644149732255708,0,0.032389937106918246,0,0.3560661829072932,0,0.7018039388483659,0,0,0,0,0,0,0.016722408026755852,0.4150646102259006,0.31640591377433486,0,2.601151675868425,0,0,0,0,0.4921050916636655,0.06738437001594896,0,19.671519293822165,0,6.7027497559808396,0.12474411404542408,0,0.017921146953405017,0,1.7626258884884678,0.017921146953405017,0.5530183555990007,0,0,0.03703703703703704,0,0,0,0,0,28.007753002323607,0,3.5751976072036307,0.05555555555555556,0.022727272727272728,0,0,1.0820580817904384,0.07430191640717956,0,0,0,0.017921146953405017,0,0,0.033444816053511704,0.056382685414943484,0,0,0.017921146953405017,0.01818181818181818,0,1.673057751951282,18.63458019445857,0.9191573634312166,0.5252873762464242,0,0,0,0,0, ,0.06,0.18040621266427717,0.019230769230769232,0.07960061890192895, ,0,0.9566329159370432,0.7020945992058824,0,0,0,0.3056826849733028,0,0,0,0,0.9640211409753685,0,1.1643471227510758,0,0,0.1575268817204301,0.01851851851851852,0.019230769230769232,0," ",2004,EAST,STT
2004-STX-EAST,0.39980521318774814,0,0,0,0.02145002145002145,0,0,0,0,0,0,0,0,0,0.06640316205533597,0,0.042735042735042736,0.7015148898817801,0,0,0,0,0,0.044803595849886274,0,29.79080280747469,0,14.040207453769723,0.2828054298642534,0.04391743522178305,0,0,2.3979006000002756,0.22693177988782787,0.08547008547008547,0,0,0.06853025363368234,0.13914188569855435,0,0,0,0,10.401725875407267,0,13.098701278296932,0,0,0,0,1.1262433812583652,0.02249212775528565,0,0,0,0.020652622883106153,0,0,0,0.020652622883106153,0.20366367982608127,0,0.02231146809460062,1.919240030695139,0,0.6793981476583176,2.9399646778820347,0.9317887185598621,0.7118849762552099,0,0,0,0.06944444444444445,0, ,0.06535947712418301,0.13068338922332082,0.6931770499256675,0.36216782850731666, ,0,4.677469147480123,0,0.4963316024697099,0,0,3.5353856542367037,0,0,0,0,1.0471369207828238,0.020652622883106153,0.22319896369603973,0,0,0.06820221713349729,0.0671601108282331,0,0," ",2004,EAST,STX
2004-STT-NORTH,0.28596491228070176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0.20336134453781513,0.2813131313131313,0,46.22986220006344,0.5761297182349814,13.259680953721201,0,0.07575757575757576,0,0,0.0700280112044818,0.06666666666666667,0.7933496843713561,0,0,0.28230994152046784,0,0,0,0,0,0,0,8.930974271686345,0,0,0,0,0.4321637426900584,0,0,0,0,0.14242424242424243,0,0,0,2.0833333333333335,0,0,0,0.15151515151515152,0,0,1.6147574819401445,0.559230965113318,0.27911892029539087,0,0,0,0.21198830409356725,0, ,0,0.6896464646464646,0.27575757575757576,0.13333333333333333, ,0,2.7148770991650246,1.0080468551056785,0,0,0,0,0,0,0,0,1.5094121221056205,0,0.37612971823498137,0,0,0,0,0.14619883040935672,0," ",2004,NORTH,STT
2004-STX-NORTH,0.8208569276717852,0,0,0,0,0,0,0,0,0,0,0,0,0.10055798156234837,0.6598857072080656,0,0,0.622774359081186,0,0,0,0,0.13373701445347788,0.03703703703703704,0,52.94600801242796,0.195906432748538,9.662298476165756,0.32871564693211036,0,0.046490004649000466,0,0.5417490864023251,0,0.4299823766334376,0,0,0,0.0754767212228858,0,0.022583559168925026,0,0,0.3122996794871795,0,11.663984390486371,0,0,0,0,2.017213179484284,0,0,0.11556356846692595,0,0.46073535929161075,0,0,0,0,0.4073489412031079,0,0,2.726293509124381,0,0.6742027354875004,0.6422985644465854,1.170438189607719,2.138182668026045,0.40476594728490844,0,0,0,0, ,0.021701388888888888,0.49017724331569384,0.7128285723135538,0.5003168848320684, ,0,2.180425782813489,0.2419394781616643,0,0,0,0.23775077160493827,0,0,0.046490004649000466,0,1.1291503542574457,0.023245002324500233,0.8850288203571587,0,0,0.05701754385964912,0,0,0," ",2004,NORTH,STX
2004-STT-SOUTH,0.47126318549441476,0.023234200743494422,0.17396184008797558,0.07122507122507121,0.20781443828256685,0,0.32487584080549226,0.011531365313653136,0,0,0,0,0,0.028153153153153154,1.0101003617954598,0.08133636047836053,0,0.6052396241223345,0,0,0,0,0.0742046772993486,0.21761078495143107,0,14.880258171076878,0.05765682656826568,17.088305649665354,0.2980668982289026,0,0,0.05482456140350877,2.3399699202476962,0,0.45261660659120173,0,0,0.36603590545166553,0.630112449900925,0,0,0,0,15.326073694432436,0,4.605221238592563,0.04763176638176639,0.013354700854700856,0.02403846153846154,0,1.6455073152901536,0.03360215053763441,0,0.04485645933014354,0,0.011574074074074075,0.14437162976099566,0,0.022817817217625345,0.0462962962962963,0.12470958417423922,0,0,0.2552047700273137,0,3.4357636613461118,16.68541353781834,2.0613957676375905,1.55140610310015,0.06432685673423758,0,0,0,0, ,0.10208889395408455,0.05308441558441558,0.666980120526622,0.17403771228092307, ,0,0.3218198422988991,1.2008714893897117,0,0.01775568181818182,0,0.7483349533649064,0,0,0,0,1.0367063190403876,0.06318797927563635,1.1434674673435616,0,0,1.0589622111460648,0.048828125,0,0," ",2004,SOUTH,STT
2004-STX-SOUTH,0.16272802653399668,0,0,0,0,0,0,0,0,0.25584795321637427,0,0,0,0,0,0,0,0.4506970779559412,0,0,0,0,0.652359742655329,0.06596203084993442,0,46.43674134862161,0,0.8198633287338196,0.031094527363184077,0,0,0,0.5614837398373984,0,0,0,0,0,0.1106250792443261,0,0,0,0,16.476263600831068,0,8.2265901237403,0,0,0,0,0.06764423496552326,0.034722222222222224,0,0,0,0.13428336530556317,2.4653305912467913,0,0,0,0,0,0,0,0,0,13.718792185091045,2.447745107274664,2.0580400729363397,0.07775119617224881,0,0,0,0, ,0,0.22502359855059226,0.12437810945273631,0.5231436832411253, ,0,0.2032520325203252,0.034722222222222224,0,0,0,0,0,0,0,0,0.5888288198510178,0,0.15505217686044584,0,0,0.18656716417910446,0,0,0," ",2004,SOUTH,STX
