label,BALLYHOO,"BARRACUDA,UNSPECIFIED","BOXFISH,UNSPECIFIED","CONCH,QUEEN","CRAB,BLUE LAND","DOLPHINFISH,UNSPECIFIED","FISHES,BONY","GOATFISH,UNSPECIFIED","GROUPER,UNSPECIFIED","GRUNT,WHITE","HERRING,SARDINELLA",HOGFISH,"JACKS,UNSPECIFIED","LOBSTERS,SPINY","MACKEREL,KING","MOJARRAS,UNSPECIFIED","MULLET,WHITE","OCTOPUS,UNSPECIFIED","PARROTFISHES,UNSPECIFIED","PORGY,UNSPECIFIED","SHELLFISH,UNSPECIFIED","SNAPPER,LANE","SNAPPER,MUTTON","SNAPPER,SILK","SNAPPER,UNSPECIFIED","SNAPPER,YELLOWTAIL","SNOOK,UNSPECIFIED","SQUIRRELFISH,UNSPECIFIED","TRIGGERFISH,QUEEN","TUNA AND MACKERELS,UNSPECIFI","MARLIN,UNSPECIFIED","SNOOK,COMMON","TRIGGERFISH,UNSPECIFIED","TUNA,YELLOWFIN",MANGROVE OYSTER,"CLAM,UNSPECIFIED","SHRIMP,PENAEUS","GROUPER,RED HIND","JACK,BAR","LOBSTER,SPOTTED SPINY","SHARKS,REQUIEM","SNAPPER,VERMILION","AMBERJACK,GREATER","BUMPER,ATLANTIC","DRUM,REEF CROAKER","GOBY,SIRAJO","GRUNT,BLACK MARGATE","GRUNT,BURRO",LADYFISH,"MACKEREL,CERO","MOONFISH,ATLANTIC","MULLET,LIZA","MULLET,UNSPECIFIED",PERMIT,"SNAPPER,QUEEN",TARPON,"TUNA,BLACKFIN","GOATFISH,SPOTTED","GROUPER,CONEY","GROUPER,GOLIATH","GROUPER,NASSAU","TUNA,SKIPJACK","TUNNY,LITTLE","BARRACUDA,SOUTHERN SENNNET","CHUB,RUDDERFISH",DOLPHINFISH,"GOATFISH,YELLOW","GRUNT,MARGATE","GRUNT,UNSPECIFIED","HALFBEAK,SILVERSTRIPE","MARLIN,BLUE",SQUIRRELFISH,"TRUNKFISH,UNSPECIFIED","WRASSE,SPANISH HOGFISH",BARBU,"DRUM,UNSPECIFIED","DRUMMER,WHITEMOUTH",WAHOO,"CRAB,UNSPECIFIED","GROUPER,YELLOWFIN",BLUE RUNNER,"HERRING,ATLANTIC THREAD","JACK,HORSE-EYE",RAINBOW RUNNER,"SCAD,BIGEYE","SNAPPER,BLACK","TILEFISH,SAND","TARPON,UNSPECIFIED","GROUPER,ROCK HIND","SCAD,MACKEREL",BONEFISH,"BONEFISH,UNSPECIFIED",HOUNDFISH,"JACK,YELLOW","MOJARRA,SILVER JENNY","SARDINE,SCALED","SCAD,ROUND","BARRACUDA,GUAGUANCHE","GROUPER,MISTY","SNAPPER,BLACKFIN",BIGEYE,"GRUNT,TOMTATE","PORGY,SEA BREAM","SNAPPER,CARDINAL","TUNA,ALBACORE","SURGEONFISH,OCEAN","CRAB,SPECKLED SWIMMING","SNAPPER,CUBERA","SNAPPER,DOG","TOPSNAIL,WEST INDIAN","CUTLASSFISH,ATLANTIC","DRUMMER,MONGOLAR","POMPANO,AFRICAN","SNAPPER,MAHOGANY","GROUPER,RED",TOBACCOFISH,"GRUNT,SMALLMOUTH","BURRFISHES,UNSPECIFIED","SNAPPER,GRAY","MOJARRA,YELLOWFIN",SAILFISH,"PUFFER,BANDTAIL","PORGY,JOLTHEAD","RAY,SPOTTED EAGLE","GROUPER,TIGER","BARRACUDA,GREAT","HERRING,DWARF","SARDINE,REDEAR","STINGRAY,SOUTHERN","TRIGGERFISH,OCEAN","REMORA,SHARKSUCKER","PARROTFISH,REDTAIL","STINGRAYS,UNSPECIFIED","TILEFISH,BLACKLINE","ANGELFISH,GRAY","BUTTERFLYFISH,FOUREYE","LOBSTER,SPANISH SLIPPER","BIGEYE,UNSPECIFIED","DURGON,BLACK","JACK,ALMACO","RAYS,EAGLE","RAYS,MANTA",SPANISH FLAG,"CUTLASSFISH,UNSPECIFIED","PARROTFISH,RAINBOW",TRIPLETAIL,"CARDINALFISH,UNSPECIFIED","GRUNT,BLUESTRIPED","JACK,BLACK","DAMSELFISH,BROWN CHROMIS","SCOMBROPS,ATLANTIC","SHARK,LEMON","SHARK,REEF","GROUPER,YELLOWEDGE","LIONFISH,UNSPECIFIED","SHARK,SHARPNOSE SEVENGILL","SHARK,TIGER","ANGELFISH,FRENCH","ANGELFISH,QUEEN",BARRACUDA,"COWFISH,HONEYCOMBED","GRUNT,FRENCH",LIONFISH,"PARROTFISH,PRINCESS","PARROTFISH,QUEEN","PARROTFISH,REDBAND","PARROTFISH,REDFIN","PARROTFISH,STOPLIGHT",SCHOOLMASTER,"SNAPPER,WENCHMAN","SQUIRRELFISH,LONGSPINE","SURGEONFISH,BLUE TANG","SURGEONFISH,DOCTORFISH","GRUNT,CAESAR","TRUNKFISH,SPOTTED","COWFISH,SCRAWLED","PORGY,SHEEPSHEAD (CALAMUS)","SHARKS,REQUIEM,UNSPECIFIED","GROUPER,GRAYSBY","NEEDLEFISH,UNSPECIFIED","PORGY,SAUCEREYE","TUNA,BIGEYE","GRUNT,COTTONWICK",TRUNKFISH,"SQUIDS,UNSPECIFIED","LOBSTER,RIDGED SLIPPER","SHARK,HAMMERHEAD","SNAPPER,SCHOOLMASTER","GROUPER,YELLOWMOUTH","CRAB,CORAL","SHARK,NURSE","CHUB,BERMUDA",JACKS,"SNAPPER, MAHOGANY","COWFISH,HONEYCOMB","HIND, ROCK",HERRINGS,"TUNA,UNSPECIFIED","SWORDFISH,UNSPECIFIED","GROUPER, BLACK","JACK, ALMACO",NASSAU GROUPER,"BASSES,SEA",CARDINAL,CERO,CONEY,"FISH,LION",GRUNTS,"HIND,RED",OCTOPUS,PARROTFISHES,PORGIES,SNAPPERS,"TOPSHELL,WESTINDIAN",GRAYSBY,HERRING,MOJARRAS,"TRIGGERFISH,GREY",WENCHMAN,"CHROMIS,BROWN","DOLPHIN,POMPANO",CUBERA,SNOOK,"SNOOK,FAT","RUNNER,BLUE","CRAB,LAND",GOATFISHES,"HERRING,THREAD","HIND,ROCK","RUNNER,RAINBOW", ,TRIP_YEAR,ISLAND,FISHING_ZONE
1995-PR-SOUTH,29466.197184,4284.507049,22204.225368,97587.323954,2290.140843,77528.169006,160512.676077,0,20247.887322,77357.746539,2583.098601,29060.563375,6390.140857,182964.788781,72098.591545,1853.521127,19481.690135,21566.197194,52887.323947,12871.830998,840.84507,207543.661989,45646.47891,38523.94366,21935.211302,123021.12678800001,6398.591559,6409.859165,32823.94368,11343.661973,0,0,0,0,100,0,0,17167.605630000002,1792.957751,0,6864.788737,0,0,0,0,0,0,0,0,25145.070427,0,0,0,0,8239.436626,0,0,9652.112687,5400.000003,0,607.0422540000001,0,0,0,0,0,1553.5211279999999,1236.61972,0,0,0,0,0,0,0,0,0,0,607.042253,114.084507,222.535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.14085,0,0,0,76.056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1995,PR,SOUTH
1995-PR-WEST,24852.112679,6270.422533,56614.08449,136502.816885,969.014084,158797.18308000002,222466.197212,0,78619.71833,63153.521096,1974.64789,24316.901397999998,27890.140837,117461.971835,69473.239418,4254.929581,13326.760551,1823.943661,42652.112669,2949.295771,3399.999997,55216.901441,41250.704233,348767.605655,17252.112687,65699.999986,13895.774645,1564.788733,32046.478864,69869.014089,0,0,0,422.535211,3225.352112,0,0,14266.19718,4757.746481,0,43350.704216,1518.30986,718.309859,0,0,0,0,0,0,2581.690141,0,0,0,180.28169,24222.535208,216.901409,14449.295777,1000.000002,2042.253524,0,3883.098592,8002.816904,20639.436621,121.126761,0,0,0,290.140846,0,0,0,0,0,0,0,0,0,0,116.90141,0,0,442.253522,107.04225299999999,0,5102.816898,0,0,0,0,0,0,0,0,0,171.830986,0,0,0,2511.267605,0,416.901409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.169014,0,0,0,0,2036.619717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1995,PR,WEST
1996-PR-EAST,20039.436617,1392.957747,13784.507062,91711.267593,2015.492952,1018.309861,176725.352113,0,24205.633808,65436.619755,601.408452,14583.098586,7907.042251,89281.690137,25956.338026999998,2585.915493,2519.718313,863.380281,15474.647891,16487.323967,12.676057,49714.084545,14864.788746,25628.169016,11267.605641,102161.971825,9643.661974,4119.718321,18300.000028,10787.323943,0,0,0,0,0,0,0,25678.873230999998,4781.690139,0,10799.999995,5194.366194,0,0,0,0,0,0,0,24690.140851,909.859155,0,0,0,1673.239436,0,0,11850.704235,3629.577471,0,176.05633899999998,0,56.338028,74.647887,0,0,285.91549299999997,681.6901409999999,766.197184,0,0,0,0,0,0,0,0,0,0,809.859155,233.802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.366195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866.197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1996,PR,EAST
1996-PR-NORTH,6021.126757,9040.845066,1688.732396,3907.042251,3914.084507,18574.64788,12854.929578,0,9543.661976,12250.704229,23002.816901,1261.971834,22702.816893,26077.464806,15836.619718,25452.112685,30269.014083,2135.211268,1285.915492,1191.549297,154.929578,22284.507041,9935.211266,61192.957729,12125.352118,54776.056337,30130.985914,5002.816903,12301.408463,12192.957744,0,0,0,0,0,0,645.070425,5228.169014,90.140845,0,5469.014083,4485.915498,0,42.253521,2094.366199,0,0,0,46.478873,14281.690142,0,0,0,0,4898.591549,0,0,773.239438,1063.380282,0,4294.366196,0,54.929577,0,0,126.760564,0,21.126762,52.112676,0,0,169.01408800000002,0,0,0,0,0,281.69014,0,0,0,0,0,0,0,0,0,91.549296,0,0,0,0,0,0,0,0,0,683.0985909999999,222.535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.422535,0,0,0,0,0,0,0,0,0,0,0,164.78873299999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1996,PR,NORTH
1996-PR-SOUTH,27208.450698,10742.253529,26804.225373,94283.098606,3123.943661,50463.380281,140218.309873,0,22628.16902,87509.85922500001,3061.971834,33345.070458,6481.690148,179053.521213,42373.23944,2953.52113,24239.436628,43150.704241,62415.492963,19204.225377,322.535209,237702.816933,46414.084551,48318.309848,25930.98594,141798.591601,12897.18312,8757.746504,30139.436636,3342.2535279999997,0,0,0,0,323.943663,0,0,24466.197186999998,745.070421,0,9654.929577,904.225352,0,0,0,0,0,0,0,37063.380298,0,0,0,0,7243.661972,0,0,9133.802818,3895.7746509999997,0,439.436619,0,0,0,0,0,1180.281695,1718.3098619999998,0,0,0,85.915494,0,290.140845,0,0,52.112676,0,22.535211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.84507,0,0,0,0,0,0,0,0,0,0,26.760564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1996,PR,SOUTH
1996-PR-WEST,23276.056336,5105.633802,47380.281703,147102.816901,8764.788738,133909.859152,252587.32395700002,0,60847.88733,70436.619689,6594.366193,33421.126748,28201.408443,98484.507056,56152.112656,3597.183102,14129.577457,4785.915495,61649.295753,4856.338032,5483.098592,59407.042303,34695.774643,298601.408462,20107.042262,80649.29575199999,13407.042241,1949.295772,25978.873227,104680.281693,0,0,0,0,9763.38028,0,0,16561.971841,4115.492957,0,50138.02815,1721.126761,1399.999999,0,0,0,0,0,0,8259.15493,0,0,0,47.887323,28963.380281,0,19284.507039,2039.436617,3926.760559,0,9756.338025,16523.943659,7035.2112720000005,169.014084,0,216.901408,0,92.957747,0,0,0,0,0,0,0,0,0,0,0,92.957747,0,0,0,0,2823.943661,0,0,0,0,0,759.15493,0,0,0,0,0,0,0,3197.1830959999998,0,277.464789,0,0,0,0,0,0,0,0,0,635.211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1996,PR,WEST
1997-PR-EAST,9810.256414,1258.974358,17906.410261,84635.897436,1911.538468,2320.51282,254712.82056,0,12524.358974,55311.538447,361.538462,15574.358983,3428.205127,78419.230803,21589.743574,4185.897437,2882.0512790000002,2411.538463,19043.589732,10614.102562,266.66667,45260.256409,12989.743582,11801.282047,11361.538465,94782.05125,9610.256407,4271.794868,14510.256402,5421.794863,0,0,0,0,0,0,0,25651.282049,8425.641027,0,4903.846152,7230.769231,0,0,179.487179,0,0,0,0,37829.487186,0,0,0,0,879.4871780000001,0,0,5971.79487,2988.461538,0,896.1538459999999,84.615385,0,197.435897,0,0,462.820516,329.48717999999997,0,0,0,0,0,0,0,0,0,0,0,291.02563999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1997,PR,EAST
1997-PR-NORTH,5491.025635,8306.410258,2511.538463,2732.051284,3849.999997,29591.025634999998,6334.615384,0,11364.102571,13398.717951,27865.384603,1926.923078,26265.384606,14787.179492,29870.512808,16353.846151,33098.717946,2117.948718,3848.717946,887.17949,542.307694,25475.641007,11039.743591,58034.615355,19667.948726,71287.179478,27430.769214,7917.948716,14920.51283,12480.769226,0,0,0,2379.487175,0,0,399.999999,10289.743581,3688.46154,0,13189.743586999999,7048.717943,0,134.615385,1971.794872,0,0,0,0,17244.871795,644.871794,0,0,0,5621.794867,883.333334,0,453.84615199999996,2517.9487209999998,0,2223.076919,556.410258,3764.102565,407.692307,0,0,76.923078,274.358974,32.051282,0,0,51.282050999999996,0,0,0,0,0,3000,20.512821,38.461539,0,0,648.717946,0,738.461539,0,0,0,0,0,0,0,0,0,0,0,0,246.153846,1216.666666,0,0,0,0,0,137.179488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.615385,69.230769,82.05128300000001,83.333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1997,PR,NORTH
1997-PR-SOUTH,30075.641018,18835.897427,28700.000014,64617.948717,3538.461555,57641.025636,121917.948718,0,12406.410268,75103.846145,2366.666666,23830.769247,9239.743596,166848.718027,35839.743589,4061.538462,19662.820509,40274.358969,59144.871833000005,17726.923124,799.999998,223216.666634,47088.461537,29039.743589,23787.179493,112589.743572,14082.05128,9419.230798999999,34083.333347,2469.230768,0,0,0,0,152.564103,0,176.923077,20543.589732,1237.1794850000001,0,11437.179489,0,0,0,0,0,0,0,0,49823.076917,0,0,0,0,9958.974356,0,0,5993.589746,2948.717959,0,480.769234,325.641024,80.76923,325.641025,0,9947.435899,3153.846157,2328.205125,0,2388.461538,0,0,571.794873,0,0,0,101.282052,0,114.102564,47.435898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.025639,196.153846,0,0,0,291.025641,43.589743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1997,PR,SOUTH
1997-PR-WEST,22580.769229999998,3253.846155,53384.615404,153123.076931,2630.76923,110173.076931,160749.999981,0,54321.794887000004,64497.43588,8142.30769,44423.076917,29024.358973,102642.307739,46303.846135,4170.512818,14287.179494,3594.871799,57730.769239,6220.512836,461.538461,51175.641038,26197.435889,264974.358976,30182.051269,69720.512814,14062.820507,4716.66667,29150.000012,98732.051269,0,0,0,52060.256405,388.461538,0,0,18879.487185,15175.641031000001,0,32611.538449,1364.102565,903.8461510000001,0,0,0,0,0,0,18596.153844,0,0,0,155.128206,28693.589748,0,7291.025639,3214.102579,5835.897429,0,13160.256416,21632.051268,40064.102568,0,0,0,769.230767,121.794871,0,0,0,0,0,0,0,0,0,0,87.179487,0,0,0,512.820513,43.589744,4388.461534,0,0,0,0,0,0,0,0,42.307693,0,0,865.384614,0,1798.7179469999999,253.846153,0,0,0,0,10106.410246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1997,PR,WEST
1998-PR-EAST,7006.410252000001,1973.0769209999999,14002.564102,91447.4359,1274.358983,2024.358974,183165.38466,0,8926.923074,36407.692289,682.051283,14561.538462,1876.923081,71343.589783,30337.179488,2348.717947,3469.230771,2406.410268,16485.897426,14619.230753,0,35798.717949,15207.692303,14289.743588,12275.641031,80111.53844,6382.05128,3869.230778,14541.025646,5734.615388,0,0,0,52.564102,0,0,0,10023.076911,9457.692311,0,5962.820512,8099.999995,0,0,0,0,0,0,0,14475.641027,0,0,0,0,571.794873,0,0,6201.28205,3435.897441,0,926.923078,88.461538,51.282051,0,0,0,453.846154,250.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.15384699999998,0,0,0,0,438.461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1998,PR,EAST
1998-PR-NORTH,4734.615379,6080.769227,1635.897437,2694.871791,1248.71795,19665.384606,7062.8205100000005,0,9243.589739,9030.769243,19757.692308,3944.871794,19035.89744,21196.153846,20464.102561,16674.358956,28020.512822,2976.923075,5548.717945,648.717953,739.74359,16615.384613,11174.358966,56664.10257,15100.000007,59555.128201,27320.512821,6296.153849,11101.282055,12696.153841,0,0,0,5614.10256,0,0,0,11266.666675,6143.589744,0,9883.33333,6479.48718,0,0,2011.538462,0,0,0,0,13956.410251,0,0,0,0,3992.307694,0,0,0,4107.692316,0,3246.153846,2708.974359,3591.02564,0,0,0,0,79.48718,0,0,0,0,0,0,0,0,0,866.666667,328.205131,0,0,0,4607.692305,0,557.692309,0,0,843.589744,0,0,0,0,0,0,0,0,0,0,1303.846154,446.15384800000004,0,0,0,0,538.461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1998,PR,NORTH
1998-PR-SOUTH,23266.66666,15560.256421,33511.538456,59126.923068000004,2769.230774,59720.512823,138874.358974,0,12616.666685,54060.256425,2948.717949,25616.666703,4076.923081,159496.153882,31528.205125,2882.0512830000002,25914.102562,38726.9231,53902.564133,13461.538473,833.333335,171175.641004,47041.025648,25891.025646000002,22170.512834,119265.384621,14121.794866,8416.666676,27879.487197,1748.71795,0,0,0,166.666667,643.589742,0,50,17576.923061,5548.717943,0,10162.820511,0,0,0,0,0,0,0,0,51257.6923,0,0,0,0,7958.974336,0,0,5217.948722,3296.153854,0,588.461541,1166.666667,191.025642,0,0,0,2615.384616,2079.487177,0,0,0,0,0,0,0,0,0,0,938.461543,0,0,0,115.384615,0,0,0,0,0,0,0,0,0,0,348.717946,0,0,0,0,428.205127,533.333333,0,0,0,785.897436,0,0,0,0,0,199.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1998,PR,SOUTH
1998-PR-WEST,22080.769228,17185.897437,65720.512807,180688.461527,189.74358999999998,90003.846122,180962.820524,0,21415.38462,43053.846145,3729.48718,17133.333337,18848.717946,128878.205164,53289.74358,1389.7435930000001,8732.051278,5067.948719,47175.641031,3838.461547,12069.230766,56788.461549,24283.333319,166534.615392,20943.589729,61128.205135,6905.128209,4491.025639,26388.461548,53085.897418,0,0,0,44301.282048,0,0,0,29262.820516,11412.820515,0,22542.307682,3864.102567,0,0,0,0,0,0,0,8701.282047,0,0,0,117.948717,42232.051285,0,0,1788.46154,4501.282049,0,16565.384613000002,58129.487172,19889.743569,0,0,0,596.153847,0,0,0,0,0,0,0,0,0,0,0,856.410255,0,0,307.692308,1120.51282,76.923077,638.461539,0,0,0,0,0,0,0,0,193.589744,0,0,0,0,2923.0769250000003,1320.512819,0,0,0,0,26861.538459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030.769231,0,0,0,0,0,0,178.205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1998,PR,WEST
1999-PR-EAST,13767.94872,2452.564098,19473.076963,66533.33334,314.102569,3220.51282,104392.307724,0,13728.205122,43078.205135,1228.205127,19929.487192,3558.9743590000003,93047.43592999999,38080.769239,4180.7692289999995,5766.666665,3091.025643,16070.512825,17017.948711,403.84615399999996,40789.743597,16333.333342,17588.461539,12102.564108,91987.179481,12560.256408,4755.128215,12273.076928,7844.871794,0,0,0,180.769232,0,0,0,18406.410271,14294.871796,0,14001.282048,10525.641035,0,0,496.15384600000004,0,0,0,0,16132.051273,960.256411,0,0,0,1794.871794,0,0,11020.51281,3719.230778,0,1716.666668,1478.2051279999998,0,0,158.97436,0,629.487181,0,0,0,979.487178,0,0,0,0,0,0,0,0,375.641027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.179484,430.769233,0,0,0,296.153845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.666667,75.641026,833.3333339999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," ",1999,PR,EAST
